user_id,variant,converted,revenue,time_on_page_sec,events_count,bounce
c-00347,control,0,0.0,198.9,2,0
c-00348,control,0,0.0,186.1,5,0
c-00349,control,0,0.0,211.9,3,1
c-00350,control,0,0.0,180.7,5,0
c-00351,control,0,0.0,307.2,3,0
c-00352,control,0,0.0,186.1,3,1
c-00353,control,0,0.0,187.8,3,0
c-00354,control,0,0.0,111.6,1,0
c-00355,control,0,0.0,158.3,5,0
c-00356,control,0,0.0,225.9,3,0
c-00357,control,0,0.0,126.6,2,0
c-00358,control,0,0.0,93.7,3,1
c-00359,control,0,0.0,181.3,2,0
c-00360,control,1,34.5,234.8,4,0
c-00361,control,0,0.0,181.7,6,0
c-00362,control,0,0.0,166.6,2,1
c-00363,control,0,0.0,105.7,3,0
c-00364,control,0,0.0,198.1,3,0
c-00365,control,0,0.0,206.5,3,0
c-00366,control,0,0.0,108.7,4,0
c-00367,control,0,0.0,225.4,2,0
c-00368,control,0,0.0,210.6,0,0
c-00369,control,0,0.0,225.3,3,0
c-00370,control,0,0.0,203.3,4,0
c-00371,control,0,0.0,206.1,3,1
c-00372,control,0,0.0,200.8,5,0
c-00373,control,0,0.0,214.7,3,0
c-00374,control,0,0.0,107.2,7,0
c-00375,control,0,0.0,120.0,3,0
c-00376,control,1,61.27,150.6,1,0
c-00377,control,0,0.0,174.8,3,0
c-00378,control,0,0.0,195.5,4,0
c-00379,control,0,0.0,193.0,4,0
c-00380,control,0,0.0,224.7,3,0
c-00381,control,1,57.43,225.9,1,0
c-00382,control,0,0.0,145.1,5,0
c-00383,control,0,0.0,189.5,5,0
c-00384,control,0,0.0,146.1,5,0
c-00385,control,1,29.97,172.5,1,0
c-00386,control,0,0.0,192.9,1,0
c-00387,control,1,83.81,43.7,2,1
c-00388,control,0,0.0,276.4,1,0
c-00389,control,0,0.0,202.7,1,0
c-00390,control,0,0.0,156.2,1,1
c-00391,control,0,0.0,257.1,7,0
c-00392,control,0,0.0,166.1,2,0
c-00393,control,0,0.0,185.3,2,1
c-00394,control,0,0.0,160.5,3,0
c-00395,control,0,0.0,246.1,5,1
c-00396,control,0,0.0,175.8,2,0
c-00397,control,0,0.0,186.0,1,0
c-00398,control,0,0.0,228.2,5,0
c-00399,control,0,0.0,203.4,3,1
c-00400,control,0,0.0,177.8,4,0
c-00401,control,1,51.22,224.4,6,0
c-00402,control,0,0.0,281.5,1,1
c-00403,control,0,0.0,192.7,2,1
c-00404,control,1,22.46,184.7,1,0
c-00405,control,0,0.0,186.8,1,0
c-00406,control,0,0.0,232.4,3,1
c-00407,control,0,0.0,156.0,3,1
c-00408,control,0,0.0,168.9,2,1
c-00409,control,1,47.79,118.5,2,1
c-00410,control,0,0.0,132.6,1,1
c-00411,control,0,0.0,159.3,6,0
c-00412,control,0,0.0,177.8,4,0
c-00413,control,0,0.0,250.8,6,1
c-00414,control,0,0.0,201.4,4,1
c-00415,control,0,0.0,143.5,1,1
c-00416,control,0,0.0,150.9,3,0
c-00417,control,0,0.0,235.0,4,0
c-00418,control,0,0.0,225.1,3,1
c-00419,control,1,55.51,181.1,5,0
c-00420,control,0,0.0,162.3,3,1
c-00421,control,0,0.0,225.0,2,1
c-00422,control,0,0.0,140.3,2,0
c-00423,control,0,0.0,195.7,4,0
c-00424,control,0,0.0,270.9,1,0
c-00425,control,0,0.0,188.2,1,1
c-00426,control,0,0.0,149.0,4,0
c-00427,control,0,0.0,196.4,3,1
c-00428,control,0,0.0,161.2,2,1
c-00429,control,0,0.0,124.2,4,0
c-00430,control,1,75.77,208.0,5,0
c-00431,control,0,0.0,224.7,5,0
c-00432,control,0,0.0,167.6,2,0
c-00433,control,0,0.0,164.9,2,0
c-00434,control,0,0.0,141.5,0,0
c-00435,control,0,0.0,174.0,1,1
c-00436,control,0,0.0,157.5,3,1
c-00437,control,0,0.0,139.6,4,1
c-00438,control,0,0.0,255.7,2,0
c-00439,control,0,0.0,198.7,5,1
c-00440,control,0,0.0,202.9,1,1
c-00441,control,0,0.0,215.3,2,0
c-00442,control,0,0.0,210.8,7,1
c-00443,control,0,0.0,163.5,4,1
c-00444,control,0,0.0,190.9,5,1
c-00445,control,0,0.0,169.2,2,0
c-00446,control,1,42.02,197.5,2,1
c-00447,control,0,0.0,193.7,1,0
c-00448,control,0,0.0,164.7,6,0
c-00449,control,0,0.0,126.8,3,0
c-00450,control,0,0.0,185.8,0,0
c-00451,control,0,0.0,171.8,5,0
c-00452,control,0,0.0,104.4,3,0
c-00453,control,0,0.0,200.3,5,0
c-00454,control,0,0.0,218.6,3,1
c-00455,control,0,0.0,281.1,3,1
c-00456,control,1,70.99,164.4,1,1
c-00457,control,0,0.0,158.5,3,0
c-00458,control,0,0.0,135.6,2,1
c-00459,control,0,0.0,188.3,1,0
c-00460,control,0,0.0,188.1,0,0
c-00461,control,0,0.0,147.5,7,0
c-00462,control,1,53.21,173.0,2,0
c-00463,control,0,0.0,100.9,3,1
c-00464,control,0,0.0,217.1,1,0
c-00465,control,0,0.0,149.2,5,1
c-00466,control,0,0.0,178.6,2,0
c-00467,control,1,27.06,122.9,2,0
c-00468,control,0,0.0,156.7,2,0
c-00469,control,0,0.0,168.8,4,0
c-00470,control,0,0.0,179.5,2,1
c-00471,control,0,0.0,199.2,4,0
c-00472,control,0,0.0,237.6,2,0
c-00473,control,0,0.0,209.3,3,1
c-00474,control,0,0.0,218.5,1,0
c-00475,control,0,0.0,237.8,2,0
c-00476,control,0,0.0,202.8,3,0
c-00477,control,0,0.0,178.5,5,0
c-00478,control,0,0.0,220.4,1,1
c-00479,control,0,0.0,222.9,4,1
c-00480,control,0,0.0,205.9,1,0
c-00481,control,0,0.0,121.8,5,1
c-00482,control,0,0.0,146.3,1,1
c-00483,control,0,0.0,169.0,2,0
c-00484,control,0,0.0,211.2,4,0
c-00485,control,0,0.0,179.1,4,0
c-00486,control,0,0.0,225.5,4,0
c-00487,control,0,0.0,232.6,4,0
c-00488,control,0,0.0,228.0,4,0
c-00489,control,0,0.0,228.2,1,0
c-00490,control,0,0.0,138.5,6,1
c-00491,control,0,0.0,199.3,7,0
c-00492,control,0,0.0,155.7,1,1
c-00493,control,0,0.0,114.0,6,0
c-00494,control,0,0.0,168.5,2,0
c-00495,control,0,0.0,233.0,5,1
c-00496,control,0,0.0,198.4,6,0
c-00497,control,0,0.0,260.7,4,1
c-00498,control,0,0.0,187.1,1,0
c-00499,control,0,0.0,277.9,1,0
c-00500,control,0,0.0,187.1,5,1
c-00501,control,0,0.0,180.9,3,1
c-00502,control,1,25.87,128.8,2,1
c-00503,control,0,0.0,224.4,2,1
c-00504,control,0,0.0,159.9,3,0
c-00505,control,0,0.0,154.1,4,1
c-00506,control,0,0.0,231.2,3,1
c-00507,control,0,0.0,226.3,1,1
c-00508,control,0,0.0,225.3,4,0
c-00509,control,0,0.0,165.5,2,1
c-00510,control,0,0.0,178.0,2,1
c-00511,control,0,0.0,177.6,3,0
c-00512,control,0,0.0,211.3,1,0
c-00513,control,0,0.0,242.1,3,1
c-00514,control,0,0.0,194.7,4,1
c-00515,control,0,0.0,259.0,6,0
c-00516,control,0,0.0,215.9,5,1
c-00517,control,0,0.0,170.6,2,0
c-00518,control,0,0.0,213.1,4,0
c-00519,control,0,0.0,248.2,3,1
c-00520,control,0,0.0,259.9,2,0
c-00521,control,0,0.0,227.5,0,0
c-00522,control,0,0.0,181.0,2,1
c-00523,control,0,0.0,171.3,5,0
c-00524,control,0,0.0,203.0,5,0
c-00525,control,0,0.0,247.0,3,0
c-00526,control,1,81.06,197.4,3,0
c-00527,control,1,83.78,198.2,3,0
c-00528,control,0,0.0,182.1,3,0
c-00529,control,0,0.0,166.9,4,1
c-00530,control,0,0.0,173.5,5,1
c-00531,control,0,0.0,185.4,1,1
c-00532,control,0,0.0,248.7,2,0
c-00533,control,0,0.0,170.4,3,0
c-00534,control,0,0.0,182.1,1,1
c-00535,control,0,0.0,145.4,1,1
c-00536,control,0,0.0,208.7,2,1
c-00537,control,0,0.0,234.7,4,0
c-00538,control,0,0.0,245.0,5,0
c-00539,control,0,0.0,188.1,1,0
c-00540,control,1,56.56,203.0,3,0
c-00541,control,0,0.0,173.9,4,1
c-00542,control,0,0.0,201.1,2,0
c-00543,control,1,95.88,192.6,6,0
c-00544,control,0,0.0,182.3,2,0
c-00545,control,0,0.0,185.5,4,1
c-00546,control,0,0.0,198.1,1,1
c-00547,control,0,0.0,168.2,4,0
c-00548,control,0,0.0,170.3,2,1
c-00549,control,0,0.0,248.3,1,0
c-00550,control,0,0.0,288.4,1,1
c-00551,control,0,0.0,131.8,2,1
c-00552,control,0,0.0,129.6,5,1
c-00553,control,1,78.69,141.7,2,1
c-00554,control,0,0.0,175.9,1,0
c-00555,control,0,0.0,215.8,4,0
c-00556,control,0,0.0,203.7,2,1
c-00557,control,0,0.0,186.9,2,1
c-00558,control,0,0.0,201.2,3,1
c-00559,control,0,0.0,152.3,4,1
c-00560,control,0,0.0,170.2,2,0
c-00561,control,0,0.0,179.2,0,0
c-00562,control,0,0.0,116.6,4,0
c-00563,control,0,0.0,133.5,2,1
c-00564,control,0,0.0,135.1,5,1
c-00565,control,0,0.0,210.6,5,1
c-00566,control,0,0.0,189.8,2,0
c-00567,control,0,0.0,204.4,3,0
c-00568,control,0,0.0,106.4,4,0
c-00569,control,0,0.0,120.7,4,0
c-00570,control,0,0.0,206.5,2,0
c-00571,control,0,0.0,68.9,5,1
c-00572,control,0,0.0,229.0,4,1
c-00573,control,0,0.0,107.1,3,1
c-00574,control,0,0.0,213.7,1,0
c-00575,control,0,0.0,144.5,5,1
c-00576,control,1,66.53,222.0,3,1
c-00577,control,0,0.0,308.3,5,0
c-00578,control,0,0.0,89.1,2,1
c-00579,control,0,0.0,207.8,2,1
c-00580,control,0,0.0,107.7,3,0
c-00581,control,0,0.0,197.1,4,1
c-00582,control,0,0.0,171.7,6,0
c-00583,control,0,0.0,185.2,1,0
c-00584,control,1,32.46,143.5,1,0
c-00585,control,0,0.0,211.2,2,0
c-00586,control,0,0.0,122.1,1,1
c-00587,control,0,0.0,229.7,3,0
c-00588,control,0,0.0,163.6,2,1
c-00589,control,0,0.0,123.9,3,1
c-00590,control,1,106.61,243.8,3,1
c-00591,control,0,0.0,177.3,3,0
c-00592,control,0,0.0,256.3,5,0
c-00593,control,0,0.0,228.9,5,0
c-00594,control,0,0.0,148.1,5,0
c-00595,control,0,0.0,176.6,1,0
c-00596,control,0,0.0,184.8,3,0
c-00597,control,0,0.0,241.1,3,1
c-00598,control,1,62.26,197.5,1,0
c-00599,control,0,0.0,187.1,2,0
c-00600,control,0,0.0,172.0,1,1
c-00601,control,0,0.0,178.0,1,1
c-00602,control,1,41.11,232.2,1,1
c-00603,control,0,0.0,180.1,3,0
c-00604,control,1,36.21,164.2,3,1
c-00605,control,0,0.0,157.4,6,0
c-00606,control,0,0.0,157.8,2,1
c-00607,control,0,0.0,123.9,2,0
c-00608,control,0,0.0,150.0,0,1
c-00609,control,0,0.0,239.9,3,0
c-00610,control,0,0.0,171.7,4,1
c-00611,control,0,0.0,208.2,2,1
c-00612,control,1,54.9,80.8,3,1
c-00613,control,1,23.06,202.7,1,0
c-00614,control,0,0.0,173.5,6,1
c-00615,control,0,0.0,160.7,4,1
c-00616,control,0,0.0,187.2,3,1
c-00617,control,0,0.0,160.2,5,0
c-00618,control,0,0.0,95.0,3,0
c-00619,control,0,0.0,216.9,2,1
c-00620,control,0,0.0,189.7,5,0
c-00621,control,0,0.0,167.4,1,1
c-00622,control,1,67.01,141.4,1,0
c-00623,control,0,0.0,121.2,2,1
c-00624,control,1,31.85,189.0,4,0
c-00625,control,0,0.0,244.5,4,1
c-00626,control,0,0.0,188.1,2,0
c-00627,control,0,0.0,124.7,4,0
c-00628,control,0,0.0,189.0,2,0
c-00629,control,0,0.0,177.9,3,1
c-00630,control,1,57.79,214.6,3,0
c-00631,control,0,0.0,204.3,3,0
c-00632,control,0,0.0,60.6,6,0
c-00633,control,0,0.0,201.8,2,1
c-00634,control,0,0.0,139.9,0,0
c-00635,control,0,0.0,123.1,2,1
c-00636,control,0,0.0,172.5,2,0
c-00637,control,0,0.0,196.4,2,0
c-00638,control,0,0.0,114.4,4,0
c-00639,control,0,0.0,208.2,2,0
c-00640,control,0,0.0,210.5,4,0
c-00641,control,0,0.0,181.9,2,1
c-00642,control,0,0.0,145.3,1,0
c-00643,control,0,0.0,140.8,2,1
c-00644,control,0,0.0,221.0,3,0
c-00645,control,0,0.0,119.6,3,0
c-00646,control,0,0.0,222.6,2,1
c-00647,control,0,0.0,173.4,3,1
c-00648,control,0,0.0,176.2,5,1
c-00649,control,0,0.0,111.7,3,1
c-00650,control,0,0.0,174.1,6,0
c-00651,control,0,0.0,204.5,2,1
c-00652,control,0,0.0,126.5,3,0
c-00653,control,0,0.0,199.9,5,1
c-00654,control,0,0.0,183.6,2,1
c-00655,control,0,0.0,154.2,1,0
c-00656,control,0,0.0,214.2,2,0
c-00657,control,0,0.0,91.9,5,1
c-00658,control,0,0.0,193.9,1,0
c-00659,control,0,0.0,244.8,3,0
c-00660,control,0,0.0,237.6,2,1
c-00661,control,0,0.0,195.6,3,0
c-00662,control,0,0.0,167.9,2,0
