user_id,variant,metric_name,metric_value
c-00254,control,converted,0.0
c-00255,control,converted,0.0
c-00256,control,converted,0.0
c-00257,control,converted,0.0
c-00258,control,converted,0.0
c-00259,control,converted,0.0
c-00260,control,converted,0.0
c-00261,control,converted,0.0
c-00262,control,converted,0.0
c-00263,control,converted,0.0
c-00264,control,converted,1.0
c-00265,control,converted,0.0
c-00266,control,converted,0.0
c-00267,control,converted,0.0
c-00268,control,converted,0.0
c-00269,control,converted,0.0
c-00270,control,converted,0.0
c-00271,control,converted,0.0
c-00272,control,converted,0.0
c-00273,control,converted,0.0
c-00274,control,converted,0.0
c-00275,control,converted,0.0
c-00276,control,converted,0.0
c-00277,control,converted,0.0
c-00278,control,converted,0.0
c-00279,control,converted,0.0
c-00280,control,converted,0.0
c-00281,control,converted,0.0
c-00282,control,converted,0.0
c-00283,control,converted,0.0
c-00284,control,converted,0.0
c-00285,control,converted,0.0
c-00286,control,converted,0.0
c-00287,control,converted,0.0
c-00288,control,converted,0.0
c-00289,control,converted,0.0
c-00290,control,converted,0.0
c-00291,control,converted,0.0
c-00292,control,converted,1.0
c-00293,control,converted,0.0
c-00294,control,converted,0.0
c-00295,control,converted,1.0
c-00296,control,converted,1.0
c-00297,control,converted,0.0
c-00298,control,converted,0.0
c-00299,control,converted,0.0
c-00300,control,converted,0.0
c-00301,control,converted,0.0
c-00302,control,converted,0.0
c-00303,control,converted,0.0
c-00304,control,converted,0.0
c-00305,control,converted,0.0
c-00306,control,converted,0.0
c-00307,control,converted,0.0
c-00308,control,converted,0.0
c-00309,control,converted,0.0
c-00310,control,converted,0.0
c-00311,control,converted,0.0
c-00312,control,converted,0.0
c-00313,control,converted,0.0
c-00314,control,converted,0.0
c-00315,control,converted,0.0
c-00316,control,converted,0.0
c-00317,control,converted,0.0
c-00318,control,converted,0.0
c-00319,control,converted,1.0
c-00320,control,converted,1.0
c-00321,control,converted,0.0
c-00322,control,converted,0.0
c-00323,control,converted,0.0
c-00324,control,converted,0.0
c-00325,control,converted,0.0
c-00326,control,converted,0.0
c-00327,control,converted,0.0
c-00328,control,converted,0.0
c-00329,control,converted,0.0
c-00330,control,converted,0.0
c-00331,control,converted,0.0
c-00332,control,converted,0.0
c-00333,control,converted,0.0
c-00334,control,converted,0.0
c-00335,control,converted,0.0
c-00336,control,converted,0.0
c-00337,control,converted,0.0
c-00338,control,converted,0.0
c-00339,control,converted,1.0
c-00340,control,converted,0.0
c-00341,control,converted,1.0
c-00342,control,converted,0.0
c-00343,control,converted,0.0
c-00344,control,converted,0.0
c-00345,control,converted,0.0
c-00346,control,converted,1.0
c-00347,control,converted,0.0
c-00348,control,converted,0.0
c-00349,control,converted,0.0
c-00350,control,converted,0.0
c-00351,control,converted,0.0
c-00352,control,converted,0.0
c-00353,control,converted,0.0
c-00354,control,converted,0.0
c-00355,control,converted,0.0
c-00356,control,converted,0.0
c-00357,control,converted,0.0
c-00358,control,converted,0.0
c-00359,control,converted,0.0
c-00360,control,converted,1.0
c-00361,control,converted,0.0
c-00362,control,converted,0.0
c-00363,control,converted,0.0
c-00364,control,converted,0.0
c-00365,control,converted,0.0
c-00366,control,converted,0.0
c-00367,control,converted,0.0
c-00368,control,converted,0.0
c-00369,control,converted,0.0
c-00370,control,converted,0.0
c-00371,control,converted,0.0
c-00372,control,converted,0.0
c-00373,control,converted,0.0
c-00374,control,converted,0.0
c-00375,control,converted,0.0
c-00376,control,converted,1.0
c-00377,control,converted,0.0
c-00378,control,converted,0.0
c-00379,control,converted,0.0
c-00380,control,converted,0.0
c-00381,control,converted,1.0
c-00382,control,converted,0.0
c-00383,control,converted,0.0
c-00384,control,converted,0.0
c-00385,control,converted,1.0
c-00386,control,converted,0.0
c-00387,control,converted,1.0
c-00388,control,converted,0.0
c-00389,control,converted,0.0
c-00390,control,converted,0.0
c-00391,control,converted,0.0
c-00392,control,converted,0.0
c-00393,control,converted,0.0
c-00394,control,converted,0.0
c-00395,control,converted,0.0
c-00396,control,converted,0.0
c-00397,control,converted,0.0
c-00398,control,converted,0.0
c-00399,control,converted,0.0
c-00400,control,converted,0.0
c-00401,control,converted,1.0
c-00402,control,converted,0.0
c-00403,control,converted,0.0
c-00404,control,converted,1.0
c-00405,control,converted,0.0
c-00406,control,converted,0.0
c-00407,control,converted,0.0
c-00408,control,converted,0.0
c-00409,control,converted,1.0
c-00410,control,converted,0.0
c-00411,control,converted,0.0
c-00412,control,converted,0.0
c-00413,control,converted,0.0
c-00414,control,converted,0.0
c-00415,control,converted,0.0
c-00416,control,converted,0.0
c-00417,control,converted,0.0
c-00418,control,converted,0.0
c-00419,control,converted,1.0
c-00420,control,converted,0.0
c-00421,control,converted,0.0
c-00422,control,converted,0.0
c-00423,control,converted,0.0
c-00424,control,converted,0.0
c-00425,control,converted,0.0
c-00426,control,converted,0.0
c-00427,control,converted,0.0
c-00428,control,converted,0.0
c-00429,control,converted,0.0
c-00430,control,converted,1.0
c-00431,control,converted,0.0
c-00432,control,converted,0.0
c-00433,control,converted,0.0
c-00434,control,converted,0.0
c-00435,control,converted,0.0
c-00436,control,converted,0.0
c-00437,control,converted,0.0
c-00438,control,converted,0.0
c-00439,control,converted,0.0
c-00440,control,converted,0.0
c-00441,control,converted,0.0
c-00442,control,converted,0.0
c-00443,control,converted,0.0
c-00444,control,converted,0.0
c-00445,control,converted,0.0
c-00446,control,converted,1.0
c-00447,control,converted,0.0
c-00448,control,converted,0.0
c-00449,control,converted,0.0
c-00450,control,converted,0.0
c-00451,control,converted,0.0
c-00452,control,converted,0.0
c-00453,control,converted,0.0
c-00454,control,converted,0.0
c-00455,control,converted,0.0
c-00456,control,converted,1.0
c-00457,control,converted,0.0
c-00458,control,converted,0.0
c-00459,control,converted,0.0
c-00460,control,converted,0.0
c-00461,control,converted,0.0
c-00462,control,converted,1.0
c-00463,control,converted,0.0
c-00464,control,converted,0.0
c-00465,control,converted,0.0
c-00466,control,converted,0.0
c-00467,control,converted,1.0
c-00468,control,converted,0.0
c-00469,control,converted,0.0
c-00470,control,converted,0.0
c-00471,control,converted,0.0
c-00472,control,converted,0.0
c-00473,control,converted,0.0
c-00474,control,converted,0.0
c-00475,control,converted,0.0
c-00476,control,converted,0.0
c-00477,control,converted,0.0
c-00478,control,converted,0.0
c-00479,control,converted,0.0
c-00480,control,converted,0.0
c-00481,control,converted,0.0
c-00482,control,converted,0.0
c-00483,control,converted,0.0
c-00484,control,converted,0.0
c-00485,control,converted,0.0
c-00486,control,converted,0.0
c-00487,control,converted,0.0
c-00488,control,converted,0.0
c-00489,control,converted,0.0
c-00490,control,converted,0.0
c-00491,control,converted,0.0
c-00492,control,converted,0.0
c-00493,control,converted,0.0
c-00494,control,converted,0.0
c-00495,control,converted,0.0
c-00496,control,converted,0.0
c-00497,control,converted,0.0
c-00498,control,converted,0.0
c-00499,control,converted,0.0
c-00500,control,converted,0.0
c-00501,control,converted,0.0
c-00502,control,converted,1.0
c-00503,control,converted,0.0
c-00504,control,converted,0.0
c-00505,control,converted,0.0
c-00506,control,converted,0.0
c-00507,control,converted,0.0
c-00508,control,converted,0.0
c-00509,control,converted,0.0
c-00510,control,converted,0.0
c-00511,control,converted,0.0
c-00512,control,converted,0.0
c-00513,control,converted,0.0
c-00514,control,converted,0.0
c-00515,control,converted,0.0
c-00516,control,converted,0.0
c-00517,control,converted,0.0
c-00518,control,converted,0.0
c-00519,control,converted,0.0
c-00520,control,converted,0.0
c-00521,control,converted,0.0
c-00522,control,converted,0.0
c-00523,control,converted,0.0
c-00524,control,converted,0.0
c-00525,control,converted,0.0
c-00526,control,converted,1.0
c-00527,control,converted,1.0
c-00528,control,converted,0.0
c-00529,control,converted,0.0
c-00530,control,converted,0.0
c-00531,control,converted,0.0
c-00532,control,converted,0.0
c-00533,control,converted,0.0
c-00534,control,converted,0.0
c-00535,control,converted,0.0
c-00536,control,converted,0.0
c-00537,control,converted,0.0
c-00538,control,converted,0.0
c-00539,control,converted,0.0
c-00540,control,converted,1.0
c-00541,control,converted,0.0
c-00542,control,converted,0.0
c-00543,control,converted,1.0
c-00544,control,converted,0.0
c-00545,control,converted,0.0
c-00546,control,converted,0.0
c-00547,control,converted,0.0
c-00548,control,converted,0.0
c-00549,control,converted,0.0
c-00550,control,converted,0.0
c-00551,control,converted,0.0
c-00552,control,converted,0.0
c-00553,control,converted,1.0
c-00554,control,converted,0.0
c-00555,control,converted,0.0
c-00556,control,converted,0.0
c-00557,control,converted,0.0
c-00558,control,converted,0.0
c-00559,control,converted,0.0
c-00560,control,converted,0.0
c-00561,control,converted,0.0
c-00562,control,converted,0.0
c-00563,control,converted,0.0
c-00564,control,converted,0.0
c-00565,control,converted,0.0
c-00566,control,converted,0.0
c-00567,control,converted,0.0
c-00568,control,converted,0.0
c-00569,control,converted,0.0
c-00570,control,converted,0.0
c-00571,control,converted,0.0
c-00572,control,converted,0.0
c-00573,control,converted,0.0
c-00574,control,converted,0.0
c-00575,control,converted,0.0
c-00576,control,converted,1.0
c-00577,control,converted,0.0
c-00578,control,converted,0.0
c-00579,control,converted,0.0
c-00580,control,converted,0.0
c-00581,control,converted,0.0
c-00582,control,converted,0.0
c-00583,control,converted,0.0
c-00584,control,converted,1.0
c-00585,control,converted,0.0
c-00586,control,converted,0.0
c-00587,control,converted,0.0
c-00588,control,converted,0.0
c-00589,control,converted,0.0
c-00590,control,converted,1.0
c-00591,control,converted,0.0
c-00592,control,converted,0.0
c-00593,control,converted,0.0
c-00594,control,converted,0.0
c-00595,control,converted,0.0
c-00596,control,converted,0.0
c-00597,control,converted,0.0
c-00598,control,converted,1.0
c-00599,control,converted,0.0
c-00600,control,converted,0.0
c-00601,control,converted,0.0
c-00602,control,converted,1.0
c-00603,control,converted,0.0
c-00604,control,converted,1.0
c-00605,control,converted,0.0
c-00606,control,converted,0.0
c-00607,control,converted,0.0
c-00608,control,converted,0.0
c-00609,control,converted,0.0
c-00610,control,converted,0.0
c-00611,control,converted,0.0
c-00612,control,converted,1.0
c-00613,control,converted,1.0
c-00614,control,converted,0.0
c-00615,control,converted,0.0
c-00616,control,converted,0.0
c-00617,control,converted,0.0
c-00618,control,converted,0.0
c-00619,control,converted,0.0
c-00620,control,converted,0.0
c-00621,control,converted,0.0
c-00622,control,converted,1.0
c-00623,control,converted,0.0
c-00624,control,converted,1.0
c-00625,control,converted,0.0
c-00626,control,converted,0.0
c-00627,control,converted,0.0
c-00628,control,converted,0.0
c-00629,control,converted,0.0
c-00630,control,converted,1.0
c-00631,control,converted,0.0
c-00632,control,converted,0.0
c-00633,control,converted,0.0
c-00634,control,converted,0.0
c-00635,control,converted,0.0
c-00636,control,converted,0.0
c-00637,control,converted,0.0
c-00638,control,converted,0.0
c-00639,control,converted,0.0
c-00640,control,converted,0.0
c-00641,control,converted,0.0
c-00642,control,converted,0.0
c-00643,control,converted,0.0
c-00644,control,converted,0.0
c-00645,control,converted,0.0
c-00646,control,converted,0.0
c-00647,control,converted,0.0
c-00648,control,converted,0.0
c-00649,control,converted,0.0
c-00650,control,converted,0.0
c-00651,control,converted,0.0
c-00652,control,converted,0.0
c-00653,control,converted,0.0
c-00654,control,converted,0.0
c-00655,control,converted,0.0
c-00656,control,converted,0.0
c-00657,control,converted,0.0
c-00658,control,converted,0.0
c-00659,control,converted,0.0
c-00660,control,converted,0.0
c-00661,control,converted,0.0
c-00662,control,converted,0.0
c-00663,control,converted,0.0
c-00664,control,converted,0.0
c-00665,control,converted,0.0
c-00666,control,converted,0.0
c-00667,control,converted,1.0
c-00668,control,converted,0.0
c-00669,control,converted,0.0
c-00670,control,converted,0.0
c-00671,control,converted,0.0
c-00672,control,converted,1.0
c-00673,control,converted,0.0
c-00674,control,converted,0.0
c-00675,control,converted,0.0
c-00676,control,converted,1.0
c-00677,control,converted,0.0
c-00678,control,converted,0.0
c-00679,control,converted,0.0
c-00680,control,converted,0.0
c-00681,control,converted,0.0
c-00682,control,converted,0.0
c-00683,control,converted,0.0
c-00684,control,converted,0.0
c-00685,control,converted,0.0
c-00686,control,converted,0.0
c-00687,control,converted,1.0
c-00688,control,converted,0.0
c-00689,control,converted,0.0
c-00690,control,converted,0.0
c-00691,control,converted,0.0
c-00692,control,converted,0.0
c-00693,control,converted,0.0
c-00694,control,converted,1.0
c-00695,control,converted,0.0
c-00696,control,converted,0.0
c-00697,control,converted,0.0
c-00698,control,converted,0.0
c-00699,control,converted,0.0
c-00700,control,converted,0.0
c-00701,control,converted,0.0
c-00702,control,converted,0.0
c-00703,control,converted,0.0
c-00704,control,converted,0.0
c-00705,control,converted,0.0
c-00706,control,converted,0.0
c-00707,control,converted,0.0
c-00708,control,converted,0.0
c-00709,control,converted,0.0
c-00710,control,converted,1.0
c-00711,control,converted,0.0
c-00712,control,converted,0.0
c-00713,control,converted,1.0
c-00714,control,converted,0.0
c-00715,control,converted,0.0
c-00716,control,converted,0.0
c-00717,control,converted,0.0
c-00718,control,converted,0.0
c-00719,control,converted,1.0
c-00720,control,converted,0.0
c-00721,control,converted,0.0
c-00722,control,converted,0.0
c-00723,control,converted,1.0
c-00724,control,converted,0.0
c-00725,control,converted,0.0
c-00726,control,converted,0.0
c-00727,control,converted,0.0
c-00728,control,converted,0.0
c-00729,control,converted,0.0
c-00730,control,converted,0.0
c-00731,control,converted,0.0
c-00732,control,converted,0.0
c-00733,control,converted,0.0
c-00734,control,converted,0.0
c-00735,control,converted,0.0
c-00736,control,converted,0.0
c-00737,control,converted,0.0
c-00738,control,converted,0.0
c-00739,control,converted,0.0
c-00740,control,converted,0.0
c-00741,control,converted,0.0
c-00742,control,converted,0.0
c-00743,control,converted,0.0
c-00744,control,converted,0.0
c-00745,control,converted,0.0
c-00746,control,converted,0.0
c-00747,control,converted,0.0
c-00748,control,converted,0.0
c-00749,control,converted,0.0
c-00750,control,converted,0.0
c-00751,control,converted,0.0
c-00752,control,converted,0.0
c-00753,control,converted,0.0
c-00754,control,converted,0.0
c-00755,control,converted,0.0
c-00756,control,converted,0.0
c-00757,control,converted,1.0
c-00758,control,converted,0.0
c-00759,control,converted,0.0
c-00760,control,converted,0.0
c-00761,control,converted,0.0
c-00762,control,converted,0.0
c-00763,control,converted,0.0
c-00764,control,converted,1.0
c-00765,control,converted,0.0
c-00766,control,converted,0.0
c-00767,control,converted,0.0
c-00768,control,converted,0.0
c-00769,control,converted,0.0
c-00770,control,converted,0.0
c-00771,control,converted,0.0
c-00772,control,converted,0.0
c-00773,control,converted,0.0
c-00774,control,converted,0.0
c-00775,control,converted,0.0
c-00776,control,converted,0.0
c-00777,control,converted,0.0
c-00778,control,converted,0.0
c-00779,control,converted,0.0
c-00780,control,converted,0.0
c-00781,control,converted,1.0
c-00782,control,converted,0.0
c-00783,control,converted,0.0
c-00784,control,converted,1.0
c-00785,control,converted,0.0
c-00786,control,converted,0.0
c-00787,control,converted,0.0
c-00788,control,converted,0.0
c-00789,control,converted,0.0
c-00790,control,converted,0.0
c-00791,control,converted,0.0
c-00792,control,converted,0.0
c-00793,control,converted,0.0
c-00794,control,converted,0.0
c-00795,control,converted,0.0
c-00796,control,converted,0.0
c-00797,control,converted,0.0
c-00798,control,converted,0.0
c-00799,control,converted,0.0
c-00800,control,converted,0.0
c-00801,control,converted,0.0
c-00802,control,converted,0.0
c-00803,control,converted,0.0
c-00804,control,converted,0.0
c-00805,control,converted,0.0
c-00806,control,converted,0.0
c-00807,control,converted,0.0
c-00808,control,converted,0.0
c-00809,control,converted,1.0
c-00810,control,converted,0.0
c-00811,control,converted,0.0
c-00812,control,converted,1.0
c-00813,control,converted,0.0
c-00814,control,converted,0.0
c-00815,control,converted,0.0
c-00816,control,converted,0.0
c-00817,control,converted,0.0
c-00818,control,converted,0.0
c-00819,control,converted,0.0
c-00820,control,converted,0.0
c-00821,control,converted,0.0
c-00822,control,converted,0.0
c-00823,control,converted,0.0
c-00824,control,converted,0.0
c-00825,control,converted,0.0
c-00826,control,converted,0.0
c-00827,control,converted,0.0
c-00828,control,converted,0.0
c-00829,control,converted,0.0
c-00830,control,converted,0.0
c-00831,control,converted,0.0
c-00832,control,converted,0.0
c-00833,control,converted,0.0
c-00834,control,converted,0.0
c-00835,control,converted,0.0
c-00836,control,converted,0.0
c-00837,control,converted,1.0
c-00838,control,converted,0.0
c-00839,control,converted,0.0
c-00840,control,converted,0.0
c-00841,control,converted,0.0
c-00842,control,converted,0.0
c-00843,control,converted,0.0
c-00844,control,converted,0.0
c-00845,control,converted,0.0
c-00846,control,converted,0.0
c-00847,control,converted,0.0
c-00848,control,converted,0.0
c-00849,control,converted,1.0
c-00850,control,converted,0.0
c-00851,control,converted,0.0
c-00852,control,converted,0.0
c-00853,control,converted,1.0
c-00854,control,converted,0.0
c-00855,control,converted,0.0
c-00856,control,converted,0.0
c-00857,control,converted,0.0
c-00858,control,converted,0.0
c-00859,control,converted,0.0
c-00860,control,converted,0.0
c-00861,control,converted,0.0
c-00862,control,converted,0.0
c-00863,control,converted,0.0
c-00864,control,converted,0.0
c-00865,control,converted,1.0
c-00866,control,converted,0.0
c-00867,control,converted,0.0
c-00868,control,converted,0.0
c-00869,control,converted,0.0
c-00870,control,converted,0.0
c-00871,control,converted,0.0
c-00872,control,converted,1.0
c-00873,control,converted,0.0
c-00874,control,converted,0.0
c-00875,control,converted,0.0
c-00876,control,converted,0.0
c-00877,control,converted,0.0
c-00878,control,converted,0.0
c-00879,control,converted,0.0
c-00880,control,converted,0.0
c-00881,control,converted,0.0
c-00882,control,converted,1.0
c-00883,control,converted,0.0
c-00884,control,converted,0.0
c-00885,control,converted,0.0
c-00886,control,converted,0.0
c-00887,control,converted,0.0
c-00888,control,converted,0.0
c-00889,control,converted,0.0
c-00890,control,converted,0.0
c-00891,control,converted,1.0
c-00892,control,converted,0.0
c-00893,control,converted,0.0
c-00894,control,converted,0.0
c-00895,control,converted,0.0
c-00896,control,converted,0.0
c-00897,control,converted,0.0
c-00898,control,converted,0.0
c-00899,control,converted,0.0
c-00900,control,converted,0.0
c-00901,control,converted,0.0
c-00902,control,converted,0.0
c-00903,control,converted,0.0
c-00904,control,converted,1.0
c-00905,control,converted,0.0
c-00906,control,converted,0.0
c-00907,control,converted,0.0
c-00908,control,converted,0.0
c-00909,control,converted,0.0
c-00910,control,converted,0.0
c-00911,control,converted,0.0
c-00912,control,converted,1.0
c-00913,control,converted,1.0
c-00914,control,converted,1.0
c-00915,control,converted,1.0
c-00916,control,converted,0.0
c-00917,control,converted,0.0
c-00918,control,converted,0.0
c-00919,control,converted,0.0
c-00920,control,converted,0.0
c-00921,control,converted,0.0
c-00922,control,converted,0.0
c-00923,control,converted,0.0
c-00924,control,converted,0.0
c-00925,control,converted,0.0
c-00926,control,converted,0.0
c-00927,control,converted,0.0
c-00928,control,converted,0.0
c-00929,control,converted,0.0
c-00930,control,converted,0.0
c-00931,control,converted,0.0
c-00932,control,converted,0.0
c-00933,control,converted,0.0
c-00934,control,converted,0.0
c-00935,control,converted,0.0
c-00936,control,converted,1.0
c-00937,control,converted,0.0
c-00938,control,converted,0.0
c-00939,control,converted,0.0
c-00940,control,converted,0.0
c-00941,control,converted,0.0
c-00942,control,converted,0.0
c-00943,control,converted,0.0
c-00944,control,converted,0.0
c-00945,control,converted,0.0
c-00946,control,converted,0.0
c-00947,control,converted,0.0
c-00948,control,converted,0.0
c-00949,control,converted,0.0
c-00950,control,converted,0.0
c-00951,control,converted,0.0
c-00952,control,converted,0.0
c-00953,control,converted,0.0
c-00954,control,converted,1.0
c-00955,control,converted,0.0
c-00956,control,converted,0.0
c-00957,control,converted,0.0
c-00958,control,converted,0.0
c-00959,control,converted,0.0
c-00960,control,converted,0.0
c-00961,control,converted,0.0
c-00962,control,converted,0.0
c-00963,control,converted,0.0
c-00964,control,converted,1.0
c-00965,control,converted,0.0
c-00966,control,converted,1.0
c-00967,control,converted,0.0
c-00968,control,converted,0.0
c-00969,control,converted,0.0
c-00970,control,converted,0.0
c-00971,control,converted,0.0
c-00972,control,converted,0.0
c-00973,control,converted,1.0
c-00974,control,converted,0.0
c-00975,control,converted,0.0
c-00976,control,converted,0.0
c-00977,control,converted,0.0
c-00978,control,converted,0.0
c-00979,control,converted,0.0
c-00980,control,converted,1.0
c-00981,control,converted,0.0
c-00982,control,converted,0.0
c-00983,control,converted,0.0
c-00984,control,converted,0.0
c-00985,control,converted,1.0
c-00986,control,converted,0.0
c-00987,control,converted,0.0
c-00988,control,converted,0.0
c-00989,control,converted,0.0
c-00990,control,converted,0.0
c-00991,control,converted,0.0
c-00992,control,converted,0.0
c-00993,control,converted,0.0
c-00994,control,converted,1.0
c-00995,control,converted,0.0
c-00996,control,converted,0.0
