user_id,variant,converted,revenue,time_on_page_sec,events_count,bounce
c-00121,control,0,0.0,106.8,3,0
c-00122,control,0,0.0,136.6,6,1
c-00123,control,0,0.0,70.1,0,1
c-00124,control,0,0.0,133.8,1,0
c-00125,control,0,0.0,127.3,3,1
c-00126,control,0,0.0,128.5,4,1
c-00127,control,0,0.0,131.5,1,1
c-00128,control,0,0.0,100.4,2,1
c-00129,control,0,0.0,112.2,4,0
c-00130,control,1,54.88,139.1,0,0
c-00131,control,0,0.0,132.9,1,0
c-00132,control,0,0.0,126.2,4,1
c-00133,control,0,0.0,74.6,2,1
c-00134,control,1,26.93,136.1,1,0
c-00135,control,0,0.0,155.1,2,1
c-00136,control,1,31.02,150.3,4,0
c-00137,control,0,0.0,127.0,0,0
c-00138,control,0,0.0,73.3,2,0
c-00139,control,0,0.0,148.3,2,0
c-00140,control,0,0.0,115.6,4,0
c-00141,control,0,0.0,44.0,3,0
c-00142,control,0,0.0,131.3,2,0
c-00143,control,0,0.0,75.2,1,0
c-00144,control,0,0.0,81.1,3,1
c-00145,control,1,73.9,101.0,3,0
c-00146,control,0,0.0,158.2,3,0
c-00147,control,0,0.0,108.9,5,1
c-00148,control,0,0.0,128.1,2,0
c-00149,control,1,62.3,172.4,2,0
c-00150,control,0,0.0,167.8,4,1
c-00151,control,0,0.0,116.9,0,1
c-00152,control,0,0.0,112.8,3,1
c-00153,control,0,0.0,82.2,2,0
c-00154,control,0,0.0,99.2,2,1
c-00155,control,1,19.11,132.8,4,0
c-00156,control,0,0.0,131.9,3,0
c-00157,control,0,0.0,123.3,2,0
c-00158,control,0,0.0,149.8,3,1
c-00159,control,0,0.0,96.8,3,1
c-00160,control,0,0.0,118.3,1,0
c-00161,control,1,96.92,141.9,1,0
c-00162,control,0,0.0,137.5,1,1
c-00163,control,0,0.0,152.1,3,1
c-00164,control,0,0.0,131.9,1,0
c-00165,control,0,0.0,110.7,1,0
c-00166,control,0,0.0,130.9,2,0
c-00167,control,0,0.0,89.9,1,1
c-00168,control,0,0.0,70.8,4,0
c-00169,control,1,66.62,137.4,2,0
c-00170,control,0,0.0,118.3,2,0
c-00171,control,0,0.0,129.3,4,0
c-00172,control,0,0.0,69.1,3,0
c-00173,control,0,0.0,109.0,3,0
c-00174,control,0,0.0,102.0,1,1
c-00175,control,0,0.0,94.1,3,0
c-00176,control,0,0.0,52.3,3,1
c-00177,control,0,0.0,110.0,2,1
c-00178,control,0,0.0,146.9,0,0
c-00179,control,0,0.0,131.4,1,0
c-00180,control,1,96.71,102.0,5,0
c-00181,control,0,0.0,119.6,5,1
c-00182,control,0,0.0,142.7,2,1
c-00183,control,0,0.0,37.2,1,1
c-00184,control,1,40.78,116.3,2,0
c-00185,control,0,0.0,136.3,4,1
c-00186,control,0,0.0,140.5,1,1
c-00187,control,0,0.0,171.0,2,0
c-00188,control,0,0.0,154.1,4,1
c-00189,control,0,0.0,129.4,2,0
c-00190,control,0,0.0,129.1,1,1
c-00191,control,0,0.0,143.6,2,1
c-00192,control,0,0.0,103.8,1,1
c-00193,control,0,0.0,118.8,4,0
c-00194,control,0,0.0,147.2,0,1
c-00195,control,0,0.0,178.7,0,0
c-00196,control,0,0.0,115.2,2,0
c-00197,control,0,0.0,118.5,3,0
c-00198,control,1,42.61,126.0,1,0
c-00199,control,0,0.0,160.3,0,1
c-00200,control,0,0.0,119.1,2,0
c-00201,control,0,0.0,164.1,0,0
c-00202,control,0,0.0,91.0,2,0
c-00203,control,0,0.0,114.4,3,1
c-00204,control,0,0.0,114.1,4,0
c-00205,control,0,0.0,143.6,0,0
c-00206,control,0,0.0,151.4,1,1
c-00207,control,1,28.13,74.7,0,1
c-00208,control,0,0.0,92.5,1,1
c-00209,control,0,0.0,130.1,4,1
c-00210,control,0,0.0,100.2,2,0
c-00211,control,0,0.0,74.3,2,1
c-00212,control,0,0.0,151.2,1,1
c-00213,control,0,0.0,134.8,3,1
c-00214,control,0,0.0,134.8,1,1
c-00215,control,0,0.0,105.7,4,0
c-00216,control,0,0.0,150.9,3,0
c-00217,control,0,0.0,112.8,1,1
c-00218,control,0,0.0,152.9,3,1
c-00219,control,0,0.0,92.7,0,0
c-00220,control,0,0.0,94.4,1,0
c-00221,control,0,0.0,126.1,2,0
c-00222,control,0,0.0,98.9,3,0
c-00223,control,0,0.0,140.3,3,1
c-00224,control,0,0.0,127.8,2,0
c-00225,control,0,0.0,92.3,2,1
c-00226,control,0,0.0,122.2,1,0
c-00227,control,0,0.0,109.5,1,0
c-00228,control,0,0.0,147.5,1,0
c-00229,control,0,0.0,101.0,2,1
c-00230,control,0,0.0,106.8,0,0
c-00231,control,0,0.0,156.3,3,0
c-00232,control,0,0.0,187.2,1,1
c-00233,control,0,0.0,180.0,3,1
c-00234,control,0,0.0,121.9,4,0
c-00235,control,0,0.0,126.6,4,1
c-00236,control,0,0.0,166.0,2,0
c-00237,control,0,0.0,116.3,1,1
c-00238,control,0,0.0,90.7,1,0
c-00239,control,1,175.64,123.5,6,1
c-00240,control,0,0.0,133.5,1,0
c-00241,control,0,0.0,95.1,2,1
c-00242,control,0,0.0,70.6,1,0
c-00243,control,0,0.0,76.9,1,0
c-00244,control,0,0.0,140.0,3,1
c-00245,control,0,0.0,97.2,1,0
c-00246,control,0,0.0,115.8,3,0
c-00247,control,0,0.0,126.4,1,0
c-00248,control,0,0.0,138.6,1,1
c-00249,control,0,0.0,110.0,2,0
c-00250,control,0,0.0,135.0,1,0
c-00251,control,0,0.0,93.3,2,0
c-00252,control,0,0.0,109.1,2,0
c-00253,control,0,0.0,89.3,5,1
c-00254,control,0,0.0,154.0,1,0
c-00255,control,0,0.0,119.2,2,1
c-00256,control,0,0.0,97.8,0,1
c-00257,control,0,0.0,109.4,1,1
c-00258,control,0,0.0,113.3,3,0
c-00259,control,0,0.0,141.0,2,0
c-00260,control,0,0.0,72.1,1,0
c-00261,control,0,0.0,88.9,1,0
c-00262,control,0,0.0,108.7,2,0
c-00263,control,0,0.0,196.0,2,1
c-00264,control,0,0.0,148.7,3,1
c-00265,control,0,0.0,116.7,3,0
c-00266,control,1,45.25,141.4,2,0
c-00267,control,0,0.0,181.7,1,1
c-00268,control,0,0.0,113.0,2,0
c-00269,control,0,0.0,109.0,1,0
c-00270,control,0,0.0,156.4,0,1
c-00271,control,0,0.0,134.8,3,1
c-00272,control,0,0.0,140.1,0,1
c-00273,control,0,0.0,104.8,3,1
c-00274,control,0,0.0,177.7,1,0
c-00275,control,0,0.0,171.3,4,0
c-00276,control,0,0.0,137.0,1,1
c-00277,control,0,0.0,140.5,2,0
c-00278,control,0,0.0,59.2,1,1
c-00279,control,0,0.0,139.1,1,0
c-00280,control,0,0.0,114.2,2,0
c-00281,control,0,0.0,133.0,2,1
c-00282,control,0,0.0,140.5,2,0
c-00283,control,0,0.0,109.8,2,1
c-00284,control,0,0.0,69.3,3,1
c-00285,control,0,0.0,131.0,3,1
c-00286,control,0,0.0,97.8,2,1
c-00287,control,0,0.0,110.1,2,1
c-00288,control,0,0.0,101.9,1,1
c-00289,control,0,0.0,109.8,2,1
c-00290,control,0,0.0,50.7,1,1
c-00291,control,0,0.0,156.5,1,0
c-00292,control,0,0.0,127.6,2,0
c-00293,control,0,0.0,153.3,4,0
c-00294,control,0,0.0,179.4,2,0
c-00295,control,1,109.26,120.7,2,0
c-00296,control,1,35.74,65.9,2,1
c-00297,control,0,0.0,93.2,1,0
c-00298,control,0,0.0,83.8,1,0
c-00299,control,0,0.0,104.9,5,1
c-00300,control,0,0.0,122.4,0,0
c-00301,control,0,0.0,59.9,1,0
c-00302,control,0,0.0,130.3,1,1
c-00303,control,0,0.0,74.7,1,1
c-00304,control,0,0.0,128.9,0,0
c-00305,control,0,0.0,116.7,1,0
c-00306,control,0,0.0,110.6,5,0
c-00307,control,0,0.0,117.8,6,1
c-00308,control,0,0.0,103.8,0,1
c-00309,control,0,0.0,101.6,2,0
c-00310,control,0,0.0,69.5,3,1
c-00311,control,0,0.0,119.1,1,0
c-00312,control,0,0.0,175.4,2,1
c-00313,control,0,0.0,179.4,2,0
c-00314,control,0,0.0,159.7,2,0
c-00315,control,0,0.0,141.2,2,0
c-00316,control,1,53.62,99.7,3,0
c-00317,control,0,0.0,163.3,1,1
c-00318,control,0,0.0,118.3,1,1
c-00319,control,0,0.0,117.9,4,1
c-00320,control,1,21.42,111.3,1,1
c-00321,control,0,0.0,122.8,4,0
c-00322,control,0,0.0,106.9,1,0
c-00323,control,0,0.0,117.5,6,1
c-00324,control,1,40.8,87.5,1,1
c-00325,control,0,0.0,108.8,0,0
c-00326,control,0,0.0,188.4,3,1
c-00327,control,1,80.79,117.9,2,1
c-00328,control,0,0.0,112.8,4,1
c-00329,control,0,0.0,136.0,4,0
c-00330,control,0,0.0,141.2,4,1
c-00331,control,0,0.0,86.6,3,0
c-00332,control,0,0.0,113.8,2,0
c-00333,control,0,0.0,147.5,2,0
c-00334,control,1,26.42,128.1,4,0
c-00335,control,0,0.0,123.7,0,0
c-00336,control,0,0.0,166.6,4,1
c-00337,control,0,0.0,99.7,2,1
c-00338,control,0,0.0,122.5,1,1
c-00339,control,0,0.0,104.4,1,0
c-00340,control,0,0.0,164.7,0,0
c-00341,control,0,0.0,61.4,3,0
c-00342,control,0,0.0,99.9,2,1
c-00343,control,0,0.0,104.1,3,0
c-00344,control,0,0.0,139.9,2,0
c-00345,control,1,84.45,138.2,0,0
c-00346,control,0,0.0,161.9,2,1
c-00347,control,1,58.48,72.8,4,1
c-00348,control,0,0.0,142.5,5,1
c-00349,control,0,0.0,111.2,6,0
c-00350,control,0,0.0,100.0,3,0
c-00351,control,0,0.0,136.2,2,1
c-00352,control,0,0.0,92.4,2,1
c-00353,control,0,0.0,57.7,2,1
c-00354,control,0,0.0,108.9,2,0
c-00355,control,0,0.0,75.1,4,0
c-00356,control,0,0.0,100.5,3,0
c-00357,control,0,0.0,131.1,1,1
c-00358,control,0,0.0,129.4,1,1
c-00359,control,0,0.0,167.6,2,0
c-00360,control,0,0.0,114.0,1,1
c-00361,control,0,0.0,74.0,1,0
c-00362,control,0,0.0,97.3,4,0
c-00363,control,0,0.0,92.4,2,0
c-00364,control,0,0.0,83.5,1,0
c-00365,control,0,0.0,133.1,1,0
c-00366,control,0,0.0,100.6,0,0
c-00367,control,0,0.0,60.7,5,0
c-00368,control,0,0.0,140.9,3,0
c-00369,control,0,0.0,116.7,4,0
c-00370,control,0,0.0,130.7,2,1
c-00371,control,0,0.0,123.2,1,0
c-00372,control,1,29.31,138.9,2,0
c-00373,control,1,38.44,121.1,2,1
c-00374,control,0,0.0,157.1,2,0
c-00375,control,1,39.27,132.7,1,0
c-00376,control,0,0.0,131.8,0,0
c-00377,control,0,0.0,132.3,1,0
c-00378,control,0,0.0,76.3,5,1
c-00379,control,1,48.19,115.1,1,1
c-00380,control,0,0.0,112.2,2,0
c-00381,control,0,0.0,126.2,1,1
c-00382,control,0,0.0,79.2,4,0
c-00383,control,0,0.0,169.0,3,1
c-00384,control,0,0.0,123.1,2,0
c-00385,control,0,0.0,83.7,0,0
c-00386,control,0,0.0,68.7,1,1
c-00387,control,0,0.0,111.6,1,1
c-00388,control,0,0.0,117.3,0,1
c-00389,control,0,0.0,98.5,3,0
c-00390,control,0,0.0,122.8,1,1
c-00391,control,0,0.0,100.8,1,0
c-00392,control,0,0.0,136.5,4,1
c-00393,control,0,0.0,98.3,1,1
c-00394,control,0,0.0,118.8,1,0
c-00395,control,0,0.0,149.4,2,1
c-00396,control,0,0.0,197.2,0,1
c-00397,control,0,0.0,89.8,3,1
c-00398,control,1,37.79,106.1,1,0
c-00399,control,0,0.0,94.8,0,0
t-00000,treatment,0,0.0,108.8,1,1
t-00001,treatment,0,0.0,109.9,1,0
t-00002,treatment,0,0.0,101.1,2,0
t-00003,treatment,0,0.0,150.2,1,0
t-00004,treatment,0,0.0,131.3,2,1
t-00005,treatment,0,0.0,114.0,4,0
t-00006,treatment,0,0.0,111.1,4,0
t-00007,treatment,1,81.73,137.7,1,0
t-00008,treatment,0,0.0,130.7,2,0
t-00009,treatment,0,0.0,96.0,2,1
t-00010,treatment,0,0.0,172.5,6,1
t-00011,treatment,0,0.0,128.7,1,1
t-00012,treatment,0,0.0,121.3,3,0
t-00013,treatment,0,0.0,165.3,5,0
t-00014,treatment,0,0.0,151.7,1,0
t-00015,treatment,0,0.0,118.4,5,0
t-00016,treatment,0,0.0,137.1,3,0
t-00017,treatment,0,0.0,88.9,7,0
t-00018,treatment,0,0.0,101.8,3,0
t-00019,treatment,0,0.0,53.2,0,0
t-00020,treatment,0,0.0,157.6,3,1
t-00021,treatment,0,0.0,64.0,2,0
t-00022,treatment,0,0.0,141.4,0,1
t-00023,treatment,1,33.62,96.1,3,0
t-00024,treatment,0,0.0,91.6,2,0
t-00025,treatment,1,48.47,115.1,1,1
t-00026,treatment,0,0.0,129.0,3,0
t-00027,treatment,0,0.0,139.4,3,0
t-00028,treatment,0,0.0,174.1,0,0
t-00029,treatment,0,0.0,131.8,2,0
t-00030,treatment,0,0.0,147.4,0,0
t-00031,treatment,0,0.0,103.0,4,1
t-00032,treatment,0,0.0,142.4,5,1
t-00033,treatment,0,0.0,125.6,3,0
t-00034,treatment,0,0.0,107.1,4,0
t-00035,treatment,0,0.0,118.1,1,0
t-00036,treatment,0,0.0,119.1,3,1
t-00037,treatment,0,0.0,126.7,0,0
t-00038,treatment,0,0.0,133.0,4,0
t-00039,treatment,0,0.0,105.7,2,0
t-00040,treatment,0,0.0,98.8,2,0
t-00041,treatment,0,0.0,143.4,2,1
t-00042,treatment,0,0.0,70.1,3,1
t-00043,treatment,0,0.0,102.5,0,0
t-00044,treatment,0,0.0,167.6,0,1
t-00045,treatment,1,83.54,39.8,3,0
t-00046,treatment,0,0.0,100.2,3,1
t-00047,treatment,0,0.0,141.6,2,0
t-00048,treatment,1,35.94,71.5,3,0
t-00049,treatment,0,0.0,198.9,1,0
t-00050,treatment,0,0.0,43.3,1,0
t-00051,treatment,0,0.0,164.1,2,0
t-00052,treatment,0,0.0,167.7,2,1
t-00053,treatment,1,34.31,148.5,1,1
t-00054,treatment,0,0.0,114.4,2,0
t-00055,treatment,0,0.0,131.7,0,1
t-00056,treatment,0,0.0,94.1,2,0
t-00057,treatment,0,0.0,145.3,6,1
t-00058,treatment,0,0.0,87.4,1,1
t-00059,treatment,0,0.0,112.8,2,0
t-00060,treatment,0,0.0,150.9,1,0
t-00061,treatment,0,0.0,87.6,0,0
t-00062,treatment,0,0.0,110.1,2,0
t-00063,treatment,1,75.5,125.9,2,0
t-00064,treatment,0,0.0,80.7,4,0
t-00065,treatment,0,0.0,155.9,1,1
t-00066,treatment,0,0.0,131.2,1,0
t-00067,treatment,0,0.0,75.5,2,0
t-00068,treatment,0,0.0,119.6,0,0
t-00069,treatment,1,108.98,97.7,1,0
t-00070,treatment,0,0.0,101.3,1,1
t-00071,treatment,1,28.05,123.3,2,0
t-00072,treatment,0,0.0,99.7,1,1
t-00073,treatment,0,0.0,149.9,2,0
t-00074,treatment,0,0.0,99.9,2,0
t-00075,treatment,0,0.0,150.5,0,1
t-00076,treatment,0,0.0,119.7,2,0
t-00077,treatment,0,0.0,146.7,2,1
t-00078,treatment,0,0.0,104.8,2,0
t-00079,treatment,0,0.0,105.8,3,0
t-00080,treatment,0,0.0,86.4,2,1
t-00081,treatment,0,0.0,138.3,0,1
t-00082,treatment,0,0.0,149.1,4,1
t-00083,treatment,0,0.0,184.6,6,0
t-00084,treatment,0,0.0,159.7,1,0
t-00085,treatment,0,0.0,128.5,3,0
t-00086,treatment,0,0.0,114.7,0,1
t-00087,treatment,0,0.0,132.7,2,0
t-00088,treatment,0,0.0,120.2,0,1
t-00089,treatment,0,0.0,164.9,2,1
t-00090,treatment,0,0.0,149.3,1,0
t-00091,treatment,0,0.0,95.9,3,0
t-00092,treatment,0,0.0,100.4,1,0
t-00093,treatment,1,13.62,162.0,3,1
t-00094,treatment,0,0.0,130.2,1,0
t-00095,treatment,0,0.0,114.0,3,1
t-00096,treatment,0,0.0,156.6,2,1
t-00097,treatment,1,24.16,109.4,4,0
t-00098,treatment,0,0.0,112.6,3,1
t-00099,treatment,0,0.0,107.2,4,0
t-00100,treatment,0,0.0,62.1,6,0
t-00101,treatment,0,0.0,146.9,3,0
t-00102,treatment,0,0.0,84.7,0,1
t-00103,treatment,0,0.0,103.9,2,0
t-00104,treatment,0,0.0,98.7,3,1
t-00105,treatment,0,0.0,142.8,0,0
t-00106,treatment,0,0.0,118.9,2,1
t-00107,treatment,0,0.0,121.5,0,0
t-00108,treatment,0,0.0,70.6,1,0
t-00109,treatment,0,0.0,118.4,2,1
t-00110,treatment,0,0.0,76.7,3,0
t-00111,treatment,0,0.0,130.2,2,0
t-00112,treatment,0,0.0,132.0,2,1
t-00113,treatment,1,30.08,120.5,2,1
t-00114,treatment,0,0.0,182.3,1,0
t-00115,treatment,0,0.0,136.8,1,0
t-00116,treatment,0,0.0,138.9,2,1
t-00117,treatment,0,0.0,125.3,3,0
t-00118,treatment,0,0.0,115.2,1,1
t-00119,treatment,0,0.0,150.0,3,1
t-00120,treatment,0,0.0,154.0,3,0
t-00121,treatment,1,46.58,82.0,2,1
t-00122,treatment,0,0.0,152.6,2,0
t-00123,treatment,0,0.0,136.4,0,1
t-00124,treatment,0,0.0,149.8,1,1
t-00125,treatment,0,0.0,135.0,1,0
t-00126,treatment,0,0.0,83.7,3,1
t-00127,treatment,0,0.0,85.8,0,0
t-00128,treatment,1,67.89,175.7,3,0
t-00129,treatment,0,0.0,128.6,2,1
t-00130,treatment,0,0.0,78.5,0,0
t-00131,treatment,0,0.0,131.4,1,1
t-00132,treatment,0,0.0,110.1,1,0
t-00133,treatment,0,0.0,65.7,2,1
t-00134,treatment,0,0.0,52.3,2,1
t-00135,treatment,0,0.0,72.9,0,0
t-00136,treatment,0,0.0,129.2,3,1
t-00137,treatment,0,0.0,119.6,0,1
t-00138,treatment,0,0.0,113.5,0,1
t-00139,treatment,0,0.0,129.5,4,0
t-00140,treatment,0,0.0,139.0,1,0
t-00141,treatment,0,0.0,57.9,2,1
t-00142,treatment,1,46.37,112.0,3,0
t-00143,treatment,0,0.0,96.2,2,1
t-00144,treatment,0,0.0,84.0,1,0
t-00145,treatment,0,0.0,104.6,2,1
t-00146,treatment,1,35.16,117.3,3,0
t-00147,treatment,0,0.0,113.0,1,1
t-00148,treatment,0,0.0,77.4,2,1
t-00149,treatment,1,53.88,106.5,2,1
t-00150,treatment,0,0.0,181.5,2,0
t-00151,treatment,1,30.85,89.4,2,0
t-00152,treatment,0,0.0,70.4,2,0
t-00153,treatment,0,0.0,129.3,6,0
t-00154,treatment,1,48.74,138.9,3,0
t-00155,treatment,0,0.0,134.9,3,1
t-00156,treatment,0,0.0,87.4,0,1
t-00157,treatment,1,36.21,150.9,1,0
t-00158,treatment,0,0.0,97.4,1,1
t-00159,treatment,1,190.6,87.0,1,1
t-00160,treatment,0,0.0,102.7,3,0
t-00161,treatment,0,0.0,117.7,3,1
t-00162,treatment,0,0.0,142.4,1,1
t-00163,treatment,0,0.0,139.7,1,1
t-00164,treatment,0,0.0,120.3,1,0
t-00165,treatment,0,0.0,149.0,2,1
t-00166,treatment,0,0.0,123.4,1,1
t-00167,treatment,0,0.0,147.9,1,0
t-00168,treatment,0,0.0,78.9,1,1
t-00169,treatment,0,0.0,73.8,3,0
t-00170,treatment,0,0.0,144.3,2,1
t-00171,treatment,0,0.0,79.3,3,1
t-00172,treatment,0,0.0,112.0,1,1
t-00173,treatment,0,0.0,118.1,4,1
t-00174,treatment,0,0.0,106.4,3,0
t-00175,treatment,0,0.0,107.4,1,0
t-00176,treatment,1,75.07,162.8,1,1
t-00177,treatment,0,0.0,45.1,3,0
t-00178,treatment,1,32.87,147.5,0,0
t-00179,treatment,0,0.0,189.9,2,0
t-00180,treatment,0,0.0,121.7,1,1
t-00181,treatment,0,0.0,120.4,1,0
t-00182,treatment,0,0.0,142.8,3,1
t-00183,treatment,0,0.0,175.9,0,1
t-00184,treatment,0,0.0,85.4,1,1
t-00185,treatment,0,0.0,123.6,1,1
t-00186,treatment,0,0.0,115.4,3,1
t-00187,treatment,0,0.0,137.8,4,0
t-00188,treatment,0,0.0,125.8,1,0
t-00189,treatment,0,0.0,140.8,1,1
t-00190,treatment,1,30.31,108.4,1,0
t-00191,treatment,0,0.0,122.5,1,1
t-00192,treatment,0,0.0,100.9,2,1
t-00193,treatment,0,0.0,101.1,2,0
t-00194,treatment,0,0.0,116.8,1,0
t-00195,treatment,0,0.0,116.7,1,1
t-00196,treatment,0,0.0,85.8,1,1
t-00197,treatment,0,0.0,168.1,3,0
t-00198,treatment,1,40.08,116.9,3,0
t-00199,treatment,0,0.0,79.5,4,0
t-00200,treatment,0,0.0,154.0,0,0
t-00201,treatment,0,0.0,98.6,0,0
t-00202,treatment,0,0.0,136.2,2,0
t-00203,treatment,0,0.0,120.5,0,0
t-00204,treatment,0,0.0,128.5,0,0
t-00205,treatment,0,0.0,126.1,1,0
t-00206,treatment,0,0.0,103.7,2,0
t-00207,treatment,0,0.0,122.2,2,0
t-00208,treatment,0,0.0,182.0,1,0
t-00209,treatment,0,0.0,53.9,1,1
t-00210,treatment,0,0.0,123.0,1,1
t-00211,treatment,0,0.0,134.0,1,0
t-00212,treatment,1,21.92,89.4,3,0
t-00213,treatment,0,0.0,79.9,2,0
t-00214,treatment,0,0.0,185.8,0,1
t-00215,treatment,0,0.0,109.9,2,0
t-00216,treatment,1,34.63,183.4,4,0
t-00217,treatment,0,0.0,137.1,1,1
t-00218,treatment,0,0.0,123.3,2,1
t-00219,treatment,0,0.0,135.3,2,1
t-00220,treatment,0,0.0,140.1,3,0
t-00221,treatment,0,0.0,156.4,4,0
t-00222,treatment,0,0.0,134.1,1,0
t-00223,treatment,1,34.5,125.3,0,0
t-00224,treatment,1,77.63,126.3,2,1
t-00225,treatment,0,0.0,161.6,1,0
t-00226,treatment,0,0.0,145.5,4,0
t-00227,treatment,0,0.0,90.9,3,0
t-00228,treatment,0,0.0,101.9,1,0
t-00229,treatment,0,0.0,130.9,1,0
t-00230,treatment,0,0.0,102.3,1,0
t-00231,treatment,0,0.0,109.7,3,1
t-00232,treatment,0,0.0,92.3,2,0
t-00233,treatment,0,0.0,113.2,1,1
t-00234,treatment,0,0.0,133.7,1,0
t-00235,treatment,0,0.0,150.9,2,0
t-00236,treatment,0,0.0,121.3,3,0
t-00237,treatment,0,0.0,183.2,2,0
t-00238,treatment,0,0.0,118.7,1,1
t-00239,treatment,0,0.0,216.8,1,0
